customer_id,recency,frequency,monetary
CS7216,2014-10-28,21,901
CS7217,2014-12-29,13,547
CS7218,2015-02-07,18,825
CS7219,2015-03-12,13,555
CS7220,2015-02-24,7,331
CS7221,2014-09-26,12,488
CS7222,2015-01-30,13,559
CS7223,2015-01-08,13,667
CS7224,2014-11-21,4,191
CS7225,2015-01-28,10,465
CS7226,2014-09-06,12,435
CS7227,2015-02-19,19,1001
CS7228,2013-10-29,10,505
CS7229,2014-12-31,12,638
CS7230,2015-03-11,15,753
CS7231,2014-10-13,16,796
CS7232,2014-09-01,12,498
CS7233,2014-11-06,13,656
CS7234,2015-03-12,17,566
CS7235,2014-10-24,13,663
CS7236,2015-02-02,16,538
CS7237,2014-08-08,18,840
CS7238,2015-02-07,16,653
CS7239,2014-07-07,7,438
CS7240,2014-12-28,21,787
CS7241,2015-02-16,18,785
CS7242,2014-06-15,7,353
CS7243,2015-02-06,11,493
CS7244,2014-10-26,17,767
CS7245,2014-12-06,12,512
CS7246,2014-03-24,8,389
CS7247,2015-02-03,19,894
CS7248,2015-03-07,11,394
CS7249,2014-08-19,14,626
CS7250,2014-12-25,18,721
CS7251,2015-03-14,12,617
CS7252,2014-09-16,9,413
CS7253,2014-02-11,10,503
CS7254,2014-11-14,13,636
CS7255,2015-01-08,21,821
CS7256,2014-08-15,11,362
CS7257,2015-02-19,8,427
CS7258,2014-04-15,12,519
CS7259,2014-09-25,13,692
CS7260,2014-07-29,19,822
CS7261,2014-12-19,16,700
CS7262,2014-09-20,13,572
CS7263,2015-03-13,11,501
CS7264,2015-02-06,8,400
CS7265,2015-01-24,11,372
CS7266,2014-09-11,9,296
CS7267,2014-08-06,16,823
CS7268,2014-11-13,17,899
CS7269,2015-01-07,13,562
CS7270,2015-01-24,19,894
CS7271,2015-02-09,16,632
CS7272,2014-07-22,14,640
CS7273,2015-02-17,13,760
CS7274,2015-03-11,13,690
CS7275,2014-12-06,10,480
CS7276,2015-02-17,16,760
CS7277,2014-12-18,13,544
CS7278,2014-06-06,14,706
CS7279,2015-01-11,15,669
CS7280,2014-10-23,14,628
CS7281,2015-03-04,13,550
CS7282,2014-09-14,8,357
CS7283,2015-01-08,12,591
CS7284,2014-12-09,19,900
CS7285,2015-01-06,14,551
CS7286,2015-01-07,12,449
CS7287,2014-03-27,15,704
CS7288,2014-07-08,10,404
CS7289,2015-02-11,10,376
CS7290,2014-12-10,14,704
CS7291,2015-03-16,12,543
CS7292,2015-02-23,11,382
CS7293,2015-01-01,17,670
CS7294,2015-02-10,23,1078
CS7295,2015-03-13,15,788
CS7296,2015-03-04,14,698
CS7298,2015-01-31,14,685
CS7299,2014-12-06,15,735
CS7300,2014-12-08,13,633
CS7301,2015-02-19,14,722
CS7302,2015-02-14,15,649
CS7303,2015-02-02,18,971
CS7304,2014-12-27,11,473
CS7305,2014-12-01,13,585
CS7306,2015-03-12,9,370
CS7307,2013-06-09,11,516
CS7308,2015-02-26,17,760
CS7309,2015-01-11,8,452
CS7310,2014-11-16,8,300
CS7311,2015-02-10,9,421
CS7312,2015-02-26,7,374
CS7313,2015-03-05,15,704
CS7314,2013-10-13,8,354
CS7315,2014-11-03,12,516
CS7316,2015-02-15,21,1165
CS7317,2014-08-20,9,488
CS7318,2015-02-28,16,680
CS7319,2014-12-18,14,614
CS7320,2014-09-11,10,441
CS7321,2015-02-22,12,411
CS7322,2014-08-26,16,714
CS7323,2014-11-11,17,673
CS7324,2014-08-20,19,782
CS7325,2014-08-25,15,840
CS7326,2015-02-20,14,609
CS7327,2015-01-23,16,782
CS7328,2014-08-10,11,447
CS7329,2014-11-14,11,539
CS7330,2015-02-17,18,665
CS7331,2015-03-06,13,660
CS7332,2014-11-06,23,1108
CS7333,2014-09-16,4,149
CS7334,2014-08-02,17,780
CS7335,2014-11-15,9,432
CS7336,2014-07-14,18,743
CS7337,2015-02-08,20,753
CS7338,2015-02-25,11,494
CS7339,2015-01-16,18,720
CS7340,2014-06-20,14,566
CS7341,2015-01-07,9,315
CS7342,2015-02-15,13,536
CS7343,2015-01-08,14,713
CS7344,2015-02-20,17,819
CS7345,2014-12-06,10,343
CS7346,2014-09-30,10,527
CS7347,2015-03-12,21,982
CS7348,2015-01-03,13,676
CS7349,2015-02-28,8,497
CS7350,2014-03-24,17,841
CS7351,2014-09-17,13,648
CS7352,2015-02-04,16,663
CS7353,2014-08-01,14,535
CS7354,2013-12-12,13,718
CS7355,2014-12-31,14,695
CS7356,2014-12-26,14,539
CS7357,2014-10-14,15,568
CS7358,2015-03-05,6,279
CS7359,2015-01-19,11,479
CS7360,2015-02-02,13,545
CS7361,2015-02-27,13,460
CS7362,2015-03-10,16,680
CS7363,2014-08-27,20,846
CS7364,2015-01-09,21,912
CS7365,2015-02-27,15,708
CS7366,2015-02-09,17,783
CS7367,2014-12-24,16,762
CS7368,2015-03-12,11,430
CS7369,2015-01-29,19,909
CS7370,2014-08-09,17,775
CS7371,2014-06-27,12,518
CS7372,2014-06-11,14,670
CS7373,2014-11-25,16,778
CS7374,2014-10-03,13,507
CS7375,2014-11-09,13,617
CS7376,2014-12-26,19,836
CS7377,2014-02-17,11,409
CS7378,2015-02-19,18,750
CS7379,2014-10-31,13,628
CS7380,2015-02-28,16,840
CS7381,2014-02-13,16,833
CS7382,2015-01-28,20,974
CS7383,2014-11-21,17,534
CS7384,2015-03-04,12,566
CS7385,2015-03-11,13,625
CS7386,2015-01-04,9,491
CS7387,2014-11-09,13,467
CS7388,2015-01-30,13,451
CS7389,2015-02-25,14,459
CS7390,2015-01-31,13,599
CS7391,2015-03-12,15,660
CS7392,2015-01-01,13,517
CS7393,2014-12-07,13,441
CS7394,2015-03-11,25,1198
CS7395,2015-01-09,14,485
CS7396,2015-02-04,16,669
CS7397,2014-10-01,19,880
CS7398,2015-02-15,15,766
CS7399,2015-02-21,17,576
CS7400,2014-12-30,14,572
CS7401,2015-03-02,17,647
CS7402,2015-02-14,15,691
CS7403,2015-02-01,14,729
CS7404,2015-01-25,22,1021
CS7405,2015-02-25,19,804
CS7406,2014-09-23,19,854
CS7407,2015-03-03,21,736
CS7408,2014-07-18,11,549
CS7409,2014-12-20,16,757
CS7410,2015-01-16,12,585
CS7411,2014-05-02,10,428
CS7412,2015-03-01,10,413
CS7414,2014-10-14,14,629
CS7415,2015-01-01,16,633
CS7416,2014-10-14,15,784
CS7417,2015-01-25,11,513
CS7418,2014-07-06,8,432
CS7419,2015-03-16,18,836
CS7420,2014-12-25,18,825
CS7421,2015-01-16,17,736
CS7422,2015-03-11,10,518
CS7423,2015-01-20,15,609
CS7424,2015-03-06,15,465
CS7425,2015-01-04,12,463
CS7426,2015-02-23,15,769
CS7427,2015-03-09,10,470
CS7428,2014-12-21,18,878
CS7429,2014-11-04,6,223
CS7430,2014-10-22,13,556
CS7431,2015-03-04,12,563
CS7432,2015-03-13,12,469
CS7433,2014-12-22,9,358
CS7434,2015-02-27,15,619
CS7435,2015-01-29,16,724
CS7436,2015-01-16,9,448
CS7437,2015-02-16,10,541
CS7438,2015-02-08,12,628
CS7439,2014-07-19,11,537
CS7440,2014-12-05,13,597
CS7441,2014-11-26,12,419
CS7442,2015-03-08,13,659
CS7443,2015-01-22,16,516
CS7444,2015-02-09,11,409
CS7445,2014-12-13,19,805
CS7446,2015-03-03,11,502
CS7447,2015-03-11,10,365
CS7448,2014-09-23,7,381
CS7449,2015-03-14,14,561
CS7450,2014-11-30,11,451
CS7451,2015-02-24,12,470
CS7452,2014-08-30,12,535
CS7453,2014-11-04,11,532
CS7454,2015-02-24,12,571
CS7455,2014-04-09,12,530
CS7456,2014-02-21,11,477
CS7457,2014-12-15,11,403
CS7458,2015-03-11,14,553
CS7459,2014-11-12,15,608
CS7460,2015-02-03,12,587
CS7461,2015-02-17,15,619
CS7462,2014-10-21,13,505
CS7463,2014-11-08,19,744
CS7464,2014-07-23,15,688
CS7465,2015-03-14,16,663
CS7466,2015-02-22,12,520
CS7467,2014-08-10,14,613
CS7468,2015-03-07,19,729
CS7469,2015-03-07,13,533
CS7470,2015-01-23,14,731
CS7471,2014-03-03,14,752
CS7472,2015-03-08,16,866
CS7473,2014-08-03,14,611
CS7474,2014-10-30,17,680
CS7475,2015-01-20,11,474
CS7476,2014-12-29,12,516
CS7477,2014-08-10,13,517
CS7478,2014-12-16,12,456
CS7479,2014-02-22,6,304
CS7480,2014-12-24,12,541
CS7481,2013-12-23,10,417
CS7482,2015-02-08,7,280
CS7483,2014-11-26,15,606
CS7484,2014-11-14,10,432
CS7485,2015-02-22,13,705
CS7486,2014-07-27,8,318
CS7487,2015-02-16,5,298
CS7488,2015-03-03,16,764
CS7489,2015-02-11,9,372
CS7490,2015-02-21,16,701
CS7491,2014-12-19,10,545
CS7492,2015-02-07,18,821
CS7493,2015-01-01,13,630
CS7494,2014-10-28,16,584
CS7495,2015-02-26,10,513
CS7496,2015-02-21,12,518
CS7497,2015-03-09,14,710
CS7498,2015-01-19,15,632
CS7499,2015-01-30,18,791
CS7500,2014-10-03,13,543
CS7501,2015-02-09,17,665
CS7502,2015-03-11,18,813
CS7503,2015-03-15,15,677
CS7504,2014-09-18,8,417
CS7505,2015-01-23,15,699
CS7506,2014-12-30,10,415
CS7507,2015-02-25,13,557
CS7508,2014-08-20,18,809
CS7509,2014-10-21,10,456
CS7510,2014-11-22,16,623
CS7511,2015-01-25,10,540
CS7512,2014-05-22,14,615
CS7513,2014-11-30,15,622
CS7514,2014-09-12,10,484
CS7515,2015-03-02,15,760
CS7516,2014-09-24,13,594
CS7517,2014-12-21,11,374
CS7518,2014-11-12,16,747
CS7519,2015-03-05,10,558
CS7520,2015-03-13,13,661
CS7521,2014-09-03,6,197
CS7522,2014-12-10,10,434
CS7523,2014-03-03,10,500
CS7524,2014-07-19,8,311
CS7525,2015-02-17,14,566
CS7526,2015-01-15,14,594
CS7527,2015-03-03,13,581
CS7528,2015-03-02,14,586
CS7529,2015-01-05,10,492
CS7530,2014-07-08,8,358
CS7531,2014-09-19,11,482
CS7532,2014-06-06,12,544
CS7533,2015-02-01,19,813
CS7534,2014-11-23,11,454
CS7535,2014-12-23,15,825
CS7536,2014-09-28,8,350
CS7537,2015-03-11,15,688
CS7538,2014-10-08,16,735
CS7539,2015-02-19,12,528
CS7540,2014-12-09,12,617
CS7541,2014-10-26,20,900
CS7542,2014-02-22,20,828
CS7543,2015-03-15,6,251
CS7544,2015-01-22,18,734
CS7545,2015-02-22,19,876
CS7546,2014-08-29,17,818
CS7547,2015-02-19,13,662
CS7548,2015-02-27,17,784
CS7549,2015-02-19,10,416
CS7550,2014-12-15,12,530
CS7551,2014-06-29,10,433
CS7552,2015-02-14,15,810
CS7553,2014-09-10,12,409
CS7554,2014-01-22,16,688
CS7555,2015-01-13,18,736
CS7556,2015-02-22,6,202
CS7557,2015-01-14,15,573
CS7558,2014-12-14,18,701
CS7559,2015-03-10,14,565
CS7560,2014-10-05,11,459
CS7561,2014-10-20,10,500
CS7562,2013-09-16,8,401
CS7563,2014-02-05,13,580
CS7564,2015-02-26,9,444
CS7565,2014-11-16,9,544
CS7566,2014-09-07,17,758
CS7567,2015-02-23,12,492
CS7568,2015-02-11,16,684
CS7569,2014-12-20,9,478
CS7570,2014-12-04,16,754
CS7571,2014-12-01,10,490
CS7572,2015-02-10,8,269
CS7573,2015-01-01,15,712
CS7574,2015-03-09,12,594
CS7575,2015-01-18,19,848
CS7576,2014-12-13,9,369
CS7577,2015-02-25,15,622
CS7578,2014-12-18,12,440
CS7579,2015-02-18,16,634
CS7580,2014-09-07,26,1145
CS7581,2015-02-07,21,977
CS7582,2015-02-26,15,616
CS7583,2015-02-15,17,848
CS7584,2015-03-02,15,799
CS7585,2014-12-13,12,578
CS7586,2014-08-20,13,544
CS7587,2015-02-07,21,997
CS7588,2015-03-07,17,640
CS7589,2015-03-01,10,283
CS7590,2014-10-13,13,541
CS7591,2014-10-13,14,759
CS7592,2015-02-10,12,522
CS7593,2015-02-20,12,492
CS7594,2014-12-25,9,409
CS7595,2014-02-22,7,333
CS7596,2014-07-08,8,358
CS7597,2015-01-09,13,653
CS7598,2014-10-21,14,693
CS7599,2015-01-18,7,370
CS7600,2014-12-25,16,667
CS7601,2014-12-27,18,794
CS7602,2015-02-18,11,513
CS7603,2014-11-11,12,579
CS7604,2015-03-01,17,790
CS7605,2015-02-28,21,969
CS7606,2013-11-11,7,332
CS7607,2015-01-14,13,643
CS7608,2015-01-26,10,452
CS7609,2014-10-30,16,805
CS7610,2015-02-12,12,475
CS7611,2014-06-08,16,710
CS7612,2015-02-25,18,840
CS7613,2014-11-09,15,779
CS7614,2015-02-01,16,739
CS7615,2015-03-13,10,481
CS7616,2015-03-06,14,660
CS7617,2014-12-02,17,869
CS7618,2014-06-03,8,454
CS7619,2015-03-05,14,486
CS7620,2013-09-13,10,439
CS7621,2015-02-23,19,971
CS7622,2015-03-16,11,558
CS7623,2015-02-28,17,723
CS7624,2015-02-05,21,802
CS7625,2015-03-11,10,470
CS7626,2015-01-14,8,275
CS7627,2014-12-29,6,195
CS7628,2015-02-19,13,503
CS7629,2015-03-13,14,566
CS7630,2015-01-29,13,603
CS7631,2014-11-23,10,518
CS7632,2015-02-26,11,534
CS7633,2015-02-26,20,973
CS7634,2015-03-02,10,549
CS7635,2014-12-10,18,806
CS7636,2015-01-07,11,311
CS7637,2015-02-22,15,705
CS7639,2015-02-02,16,741
CS7640,2015-01-15,13,552
CS7641,2015-03-08,14,622
CS7642,2015-02-10,14,573
CS7643,2015-02-22,16,867
CS7644,2014-07-20,12,471
CS7645,2014-07-09,15,615
CS7646,2013-06-29,9,371
CS7647,2014-08-20,14,526
CS7648,2014-11-20,15,763
CS7649,2015-01-27,12,626
CS7650,2014-07-15,13,771
CS7651,2014-12-02,7,265
CS7652,2014-12-02,15,543
CS7653,2014-09-12,15,682
CS7654,2014-12-16,15,710
CS7655,2015-02-16,9,423
CS7656,2015-01-21,10,491
CS7657,2014-11-11,13,577
CS7658,2015-02-15,15,627
CS7659,2015-02-01,9,323
CS7660,2015-02-24,18,918
CS7661,2015-02-17,18,788
CS7662,2015-02-22,12,569
CS7663,2014-11-29,18,881
CS7664,2015-03-03,21,896
CS7665,2014-10-12,10,442
CS7666,2015-01-25,11,514
CS7667,2015-01-02,15,636
CS7668,2015-01-26,10,314
CS7669,2015-03-01,12,595
CS7670,2013-05-07,9,352
CS7671,2014-12-22,14,644
CS7672,2014-11-05,9,517
CS7673,2014-12-07,17,815
CS7674,2015-01-21,14,572
CS7675,2015-01-04,17,751
CS7676,2014-09-26,21,813
CS7677,2014-11-13,14,417
CS7678,2014-12-31,15,601
CS7679,2015-03-09,18,853
CS7680,2015-01-27,12,412
CS7681,2014-11-23,15,721
CS7682,2014-09-23,10,469
CS7683,2015-03-02,12,537
CS7684,2014-11-04,10,475
CS7685,2014-06-06,12,531
CS7686,2014-12-21,11,391
CS7687,2015-02-20,13,511
CS7688,2014-07-31,12,448
CS7689,2015-01-01,11,401
CS7690,2014-10-07,8,373
CS7691,2014-12-14,11,497
CS7692,2015-03-15,16,650
CS7693,2014-10-28,10,347
CS7694,2015-01-10,12,576
CS7695,2014-11-04,19,844
CS7696,2014-10-07,12,593
CS7697,2014-11-29,8,420
CS7698,2015-03-11,15,622
CS7699,2015-02-28,10,374
CS7700,2014-05-29,13,564
CS7701,2014-09-19,16,690
CS7702,2015-02-18,14,517
CS7703,2015-01-06,11,422
CS7704,2014-10-15,13,509
CS7705,2014-12-28,12,448
CS7706,2014-11-16,10,518
CS7707,2014-11-29,14,652
CS7708,2014-10-15,16,626
CS7709,2014-10-08,16,629
CS7710,2014-01-26,16,718
CS7711,2014-12-21,13,467
CS7712,2014-11-07,12,453
CS7713,2014-12-27,14,626
CS7714,2015-03-16,11,526
CS7715,2015-01-28,12,590
CS7716,2014-03-29,4,221
CS7717,2015-01-26,8,489
CS7718,2014-12-29,12,495
CS7719,2014-04-03,13,657
CS7720,2015-03-16,10,540
CS7721,2015-01-31,18,919
CS7722,2015-01-23,11,512
CS7723,2015-02-09,10,505
CS7724,2015-02-15,11,419
CS7725,2015-01-15,17,707
CS7726,2015-01-25,18,740
CS7727,2015-03-05,16,683
CS7728,2014-11-06,15,582
CS7729,2015-03-03,17,848
CS7730,2014-11-05,14,624
CS7731,2015-03-02,10,463
CS7732,2014-04-25,9,476
CS7733,2014-11-06,16,570
CS7734,2014-09-07,11,570
CS7735,2015-03-03,12,524
CS7736,2014-11-06,11,535
CS7737,2014-11-29,16,749
CS7738,2015-02-09,13,437
CS7739,2015-01-27,13,598
CS7740,2015-02-05,19,800
CS7741,2014-10-20,13,575
CS7742,2015-01-05,14,660
CS7743,2014-07-29,10,443
CS7744,2015-03-03,9,476
CS7745,2015-02-20,16,601
CS7746,2014-06-10,17,872
CS7747,2014-12-13,12,541
CS7748,2015-03-14,17,853
CS7749,2015-02-27,15,716
CS7750,2014-12-25,18,939
CS7751,2015-01-26,16,822
CS7752,2015-02-27,18,688
CS7753,2014-12-20,12,467
CS7754,2014-12-28,10,447
CS7755,2014-12-20,13,660
CS7756,2014-06-06,11,642
CS7757,2014-12-26,22,1081
CS7758,2015-01-10,15,680
CS7759,2014-11-29,16,770
CS7760,2015-01-13,13,503
CS7761,2014-03-20,10,396
CS7762,2014-12-14,9,367
CS7763,2015-02-16,16,622
CS7764,2015-02-09,12,528
CS7765,2014-12-22,10,410
CS7766,2014-11-16,16,746
CS7767,2014-12-08,16,696
CS7768,2014-12-03,17,660
CS7769,2014-09-17,14,618
CS7770,2014-11-19,17,732
CS7771,2014-10-31,13,531
CS7772,2015-01-22,11,501
CS7773,2014-09-05,18,799
CS7774,2015-03-12,20,755
CS7775,2014-06-30,9,396
CS7776,2014-05-03,19,894
CS7777,2014-10-27,9,421
CS7778,2015-02-13,12,514
CS7779,2014-01-02,11,496
CS7780,2015-02-03,10,473
CS7781,2014-09-08,18,726
CS7782,2014-12-30,12,654
CS7783,2014-11-22,11,630
CS7784,2014-11-17,10,453
CS7785,2015-02-26,19,866
CS7786,2014-10-07,18,781
CS7787,2014-11-21,12,766
CS7788,2014-10-08,16,611
CS7789,2015-03-01,12,553
CS7790,2014-08-17,13,413
CS7791,2015-03-16,12,562
CS7792,2015-01-03,11,491
CS7793,2015-02-21,12,454
CS7794,2015-03-16,15,535
CS7795,2014-09-02,11,393
CS7796,2015-01-31,14,557
CS7797,2014-06-22,14,731
CS7798,2014-04-27,12,439
CS7799,2015-02-03,11,483
CS7800,2014-09-21,11,491
CS7801,2014-11-24,11,546
CS7802,2015-02-24,20,855
CS7803,2014-09-29,11,624
CS7804,2015-02-05,16,737
CS7805,2015-02-20,21,903
CS7806,2014-11-25,11,443
CS7807,2015-01-24,21,1017
CS7808,2014-12-16,10,437
CS7809,2015-02-16,14,563
CS7810,2015-02-02,10,462
CS7811,2015-02-28,13,578
CS7812,2015-02-23,19,815
CS7813,2014-11-21,17,707
CS7814,2014-10-30,14,787
CS7815,2015-02-05,8,366
CS7816,2015-02-09,13,510
CS7817,2014-12-28,14,711
CS7818,2015-02-25,13,375
CS7819,2015-02-07,20,824
CS7820,2015-01-31,18,783
CS7821,2014-08-01,9,497
CS7822,2014-07-08,5,277
CS7823,2015-02-04,13,600
CS7824,2015-03-08,10,412
CS7825,2015-03-03,18,1016
CS7826,2015-01-03,10,445
CS7827,2015-03-04,14,517
CS7828,2014-09-28,11,590
CS7829,2014-11-30,12,565
CS7830,2014-12-08,8,406
CS7831,2015-03-02,22,981
CS7832,2014-12-03,20,905
CS7833,2015-01-08,8,325
CS7834,2013-11-04,8,362
CS7835,2015-02-03,15,622
CS7836,2014-06-26,17,927
CS7837,2015-02-02,16,940
CS7838,2015-03-06,15,580
CS7839,2014-04-02,11,492
CS7840,2015-02-04,10,528
CS7841,2015-03-03,10,412
CS7842,2015-02-20,12,565
CS7843,2015-01-19,11,497
CS7844,2015-02-26,14,603
CS7845,2014-07-20,9,422
CS7846,2014-09-30,21,924
CS7847,2015-01-25,17,725
CS7848,2014-10-10,11,431
CS7849,2015-03-07,8,349
CS7850,2015-03-09,18,665
CS7851,2015-02-14,13,708
CS7852,2014-12-04,9,422
CS7853,2015-01-11,12,559
CS7854,2014-07-23,15,534
CS7855,2014-02-10,11,542
CS7856,2015-02-28,5,257
CS7857,2015-03-09,22,996
CS7858,2014-11-16,18,976
CS7859,2014-12-11,13,728
CS7860,2014-12-22,9,406
CS7861,2014-10-10,14,613
CS7862,2014-12-29,16,641
CS7863,2015-01-24,12,444
CS7864,2015-02-25,11,445
CS7865,2014-12-10,24,1069
CS7866,2014-11-23,20,977
CS7867,2015-01-09,17,762
CS7868,2015-01-09,12,486
CS7869,2015-02-05,9,370
CS7870,2015-02-01,13,606
CS7871,2014-05-08,10,451
CS7872,2015-02-23,12,579
CS7873,2015-01-20,14,662
CS7874,2015-03-02,12,534
CS7875,2015-02-19,14,627
CS7876,2015-02-18,11,612
CS7877,2014-12-02,14,629
CS7878,2014-11-12,16,717
CS7879,2015-01-23,14,643
CS7880,2014-10-13,10,457
CS7881,2014-10-09,7,274
CS7882,2014-09-23,5,228
CS7883,2014-10-12,9,406
CS7884,2015-02-08,8,328
CS7885,2015-03-14,14,630
CS7886,2014-04-16,14,566
CS7887,2015-01-12,15,616
CS7888,2014-04-06,17,777
CS7889,2015-02-27,5,198
CS7890,2015-03-03,18,838
CS7891,2013-11-27,6,188
CS7892,2015-01-30,11,599
CS7893,2014-12-24,11,494
CS7894,2015-03-03,15,594
CS7895,2014-11-06,13,533
CS7896,2014-07-27,6,259
CS7897,2014-09-15,12,544
CS7898,2014-12-16,12,603
CS7899,2015-02-20,6,310
CS7900,2014-11-19,16,745
CS7901,2014-10-01,14,557
CS7902,2015-02-13,10,462
CS7903,2015-03-10,18,899
CS7904,2014-11-14,13,483
CS7905,2015-03-02,20,821
CS7906,2015-02-12,17,577
CS7907,2015-01-14,14,633
CS7908,2014-12-01,18,727
CS7909,2015-03-03,14,738
CS7910,2015-01-01,11,518
CS7911,2015-03-05,16,694
CS7912,2014-11-11,17,702
CS7913,2014-04-07,8,369
CS7914,2014-12-20,11,526
CS7915,2014-09-15,5,232
CS7916,2015-03-08,18,832
CS7917,2014-11-23,10,333
CS7918,2013-12-17,8,248
CS7919,2014-01-01,14,620
CS7920,2014-12-23,17,729
CS7921,2015-01-24,16,687
CS7922,2015-01-24,12,665
CS7923,2014-12-18,22,1028
CS7924,2015-02-14,19,850
CS7925,2014-11-01,19,891
CS7926,2014-10-19,11,417
CS7927,2014-11-25,12,548
CS7928,2015-03-09,9,408
CS7929,2014-11-29,12,493
CS7930,2014-12-10,16,713
CS7931,2014-07-01,10,391
CS7932,2014-10-24,15,657
CS7933,2015-01-30,16,763
CS7934,2015-01-23,9,327
CS7935,2015-01-31,15,623
CS7936,2014-12-24,10,364
CS7937,2014-11-29,13,473
CS7938,2015-02-21,19,670
CS7939,2014-04-02,11,498
CS7940,2014-07-07,17,793
CS7941,2015-03-02,9,342
CS7942,2014-12-17,14,544
CS7943,2015-03-10,15,731
CS7944,2015-02-27,15,820
CS7945,2014-12-14,17,796
CS7946,2014-12-13,13,614
CS7947,2014-12-18,13,598
CS7948,2014-08-05,12,488
CS7949,2014-12-19,17,837
CS7950,2015-03-15,17,824
CS7951,2014-07-02,11,488
CS7952,2014-12-10,11,531
CS7953,2015-03-07,15,692
CS7954,2015-03-11,14,694
CS7955,2015-02-03,12,580
CS7956,2014-06-18,9,332
CS7957,2015-01-07,13,472
CS7958,2014-11-29,12,522
CS7959,2014-11-15,20,860
CS7960,2015-03-06,13,661
CS7961,2014-10-24,11,553
CS7962,2014-07-13,10,473
CS7963,2015-03-09,16,662
CS7964,2015-02-11,15,768
CS7965,2014-10-10,11,529
CS7966,2015-01-14,8,450
CS7967,2015-02-05,14,683
CS7968,2015-03-04,11,502
CS7969,2015-02-04,21,891
CS7970,2015-03-12,10,547
CS7971,2015-02-05,9,498
CS7972,2014-04-15,11,438
CS7973,2014-11-08,8,239
CS7974,2014-09-19,15,641
CS7975,2014-06-30,17,689
CS7976,2015-03-15,8,370
CS7977,2015-02-26,12,469
CS7978,2014-11-29,17,734
CS7979,2014-11-12,12,629
CS7980,2015-02-27,14,592
CS7981,2015-03-04,11,488
CS7982,2015-02-20,24,1121
CS7983,2014-07-23,12,597
CS7984,2014-05-13,8,295
CS7985,2015-01-20,11,396
CS7986,2015-02-15,14,689
CS7987,2015-02-10,15,646
CS7988,2013-12-30,11,382
CS7989,2014-11-23,15,650
CS7990,2015-01-22,15,704
CS7991,2015-03-15,16,644
CS7992,2015-02-13,12,486
CS7993,2014-07-15,11,425
CS7994,2014-11-09,11,613
CS7995,2014-08-10,16,730
CS7996,2014-12-13,19,851
CS7997,2014-11-01,14,669
CS7998,2015-02-23,16,637
CS7999,2014-05-29,8,443
CS8000,2015-01-07,13,576
CS8001,2014-11-11,12,588
CS8002,2015-01-23,8,363
CS8003,2015-01-04,14,625
CS8004,2015-02-01,12,610
CS8005,2015-02-15,16,800
CS8006,2014-11-22,11,466
CS8007,2015-01-22,10,440
CS8008,2015-03-05,13,631
CS8009,2014-09-15,9,343
CS8010,2014-11-27,15,687
CS8011,2013-06-06,10,449
CS8012,2014-11-27,6,196
CS8013,2015-01-20,13,591
CS8014,2015-03-03,9,350
CS8015,2014-06-30,12,522
CS8016,2014-12-11,18,865
CS8017,2014-09-28,15,530
CS8018,2015-02-11,10,408
CS8019,2015-03-03,15,600
CS8020,2014-08-17,11,408
CS8021,2014-06-20,11,576
CS8022,2015-02-15,17,833
CS8023,2015-01-21,10,443
CS8024,2014-09-25,14,685
CS8025,2014-05-01,12,428
CS8026,2015-02-19,17,600
CS8027,2015-03-13,17,816
CS8028,2014-10-14,7,284
CS8029,2014-10-20,12,520
CS8030,2015-02-20,19,860
CS8031,2015-02-07,16,725
CS8032,2014-10-24,11,452
CS8033,2013-11-18,5,255
CS8034,2014-08-18,12,535
CS8035,2014-12-21,15,729
CS8036,2015-02-01,19,922
CS8037,2014-01-27,16,777
CS8038,2015-01-26,10,504
CS8039,2015-02-06,10,540
CS8040,2014-12-06,11,356
CS8041,2014-08-12,15,805
CS8042,2015-01-21,16,675
CS8043,2015-01-06,11,472
CS8044,2015-02-01,13,501
CS8045,2014-11-14,15,721
CS8046,2015-03-09,11,537
CS8047,2015-01-20,18,933
CS8048,2015-02-24,12,619
CS8049,2014-11-12,13,701
CS8050,2014-12-25,13,614
CS8051,2014-07-23,12,451
CS8052,2014-04-26,14,564
CS8053,2015-03-04,12,463
CS8054,2015-01-30,8,327
CS8055,2015-01-21,20,962
CS8056,2015-01-22,15,512
CS8057,2015-02-23,12,602
CS8058,2015-03-05,17,753
CS8059,2014-11-23,18,802
CS8060,2014-11-21,13,535
CS8061,2015-03-13,20,801
CS8062,2014-04-08,9,466
CS8063,2014-11-17,13,579
CS8064,2014-11-05,14,607
CS8065,2015-03-07,11,482
CS8066,2014-10-23,13,545
CS8067,2014-03-05,16,699
CS8068,2015-01-23,6,258
CS8069,2014-12-02,15,792
CS8070,2015-02-17,11,437
CS8071,2014-10-28,10,439
CS8072,2015-03-09,11,643
CS8073,2015-02-09,16,575
CS8074,2015-02-23,9,384
CS8075,2015-01-11,12,453
CS8076,2014-05-16,9,379
CS8077,2015-03-01,5,164
CS8078,2014-11-08,13,617
CS8079,2014-09-19,15,769
CS8080,2015-01-08,10,474
CS8081,2015-02-17,15,718
CS8082,2014-11-24,12,519
CS8083,2015-01-10,18,628
CS8084,2014-04-28,9,449
CS8085,2014-09-24,21,880
CS8086,2015-03-06,19,811
CS8087,2015-02-23,9,307
CS8088,2014-02-10,8,346
CS8089,2015-01-22,13,549
CS8090,2014-10-09,8,336
CS8091,2014-12-06,16,690
